SDI_a(OptIndex), CostArea, SDI, Sorensen, Jaccard, SDI_a, Sorensen_a, Jaccard_a
0.481564,404516.538979,0.471678,0.439357,0.467721,0.481564,0.456827,0.477440
0.481532,404490.329158,0.471648,0.439323,0.467702,0.481532,0.456791,0.477420
0.481464,404433.128424,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.481516,404476.549250,0.471632,0.439299,0.467688,0.481516,0.456766,0.477406
0.481516,404476.378386,0.471632,0.439298,0.467687,0.481516,0.456764,0.477405
0.481516,404476.297217,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.297048,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.297336,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.298712,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.297179,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.499898,419917.535437,0.489636,0.479694,0.489636,0.499898,0.499796,0.499898
0.481509,404470.521622,0.471625,0.439337,0.467710,0.481509,0.456808,0.477429
0.481910,404807.056254,0.472017,0.439561,0.467836,0.481910,0.457034,0.477553
0.481512,404472.813844,0.471627,0.439297,0.467687,0.481512,0.456764,0.477405
0.481498,404461.340922,0.471614,0.439287,0.467681,0.481498,0.456754,0.477399
0.481467,404435.253694,0.471584,0.439260,0.467666,0.481467,0.456726,0.477384
0.481534,404491.173008,0.471649,0.439322,0.467701,0.481534,0.456790,0.477419
0.481516,404476.204819,0.471631,0.439298,0.467688,0.481516,0.456765,0.477406
0.481516,404476.162098,0.471631,0.439298,0.467688,0.481516,0.456765,0.477406
0.481516,404476.172478,0.471631,0.439298,0.467688,0.481516,0.456765,0.477406
0.481516,404476.453746,0.471632,0.439298,0.467688,0.481516,0.456765,0.477406
0.481516,404476.208558,0.471631,0.439298,0.467687,0.481516,0.456764,0.477405
0.481464,404433.095031,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.481516,404476.379209,0.471632,0.439299,0.467688,0.481516,0.456765,0.477406
0.481467,404435.115085,0.471583,0.439260,0.467666,0.481467,0.456725,0.477384
0.481516,404476.263940,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.263774,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.264064,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.265436,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.263901,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.499899,419918.395602,0.489637,0.479696,0.489637,0.499899,0.499798,0.499899
0.481464,404433.079285,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.481516,404476.303541,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481464,404433.091094,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.481516,404476.237146,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.250468,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481516,404476.304739,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481464,404433.091688,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.481516,404476.423498,0.471632,0.439299,0.467688,0.481516,0.456766,0.477406
0.481516,404476.389407,0.471632,0.439298,0.467687,0.481516,0.456764,0.477405
0.481516,404476.260610,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481464,404433.091685,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.481516,404476.260730,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481464,404433.093348,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.481464,404433.091813,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.499898,419917.306433,0.489636,0.479693,0.489636,0.499898,0.499796,0.499898
0.481516,404476.306146,0.471631,0.439298,0.467687,0.481516,0.456765,0.477405
0.481464,404433.090727,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
0.481464,404433.091208,0.471581,0.439253,0.467662,0.481464,0.456718,0.477380
